,date,cowshed,avg_actual,avg_milk,THI,calving_days,calving_indices
1664,2017-6-17,B1-1S,36.8992248062,20.4,28.8746,336.0,2.0
1680,2017-6-18,B1-1S,35.7692307692,21.4,31.134,337.0,2.0
1696,2017-6-19,B1-1S,,,29.396,345.0,2.0
1712,2017-6-20,B1-1S,,,28.8746,346.0,2.0
1728,2017-6-21,B1-1S,,,31.6554,347.0,2.0
1744,2017-6-22,B1-1S,,,34.0886,348.0,2.0
1760,2017-6-23,B1-1S,,,32.872,349.0,2.0
1776,2017-6-24,B1-1S,,,31.134,350.0,2.0
1792,2017-6-25,B1-1S,,,30.6126,351.0,2.0
1808,2017-6-26,B1-1S,,,30.6126,352.0,2.0
1824,2017-6-27,B1-1S,,,30.6126,353.0,2.0
1840,2017-6-28,B1-1S,,,29.9174,383.5,1.0
1856,2017-6-29,B1-1S,,,32.3506,256.0,1.0
1872,2017-6-30,B1-1S,42.3423423423,29.3,32.3506,257.0,1.0
1888,2017-7-1,B1-1S,44.1441441441,28.4,29.9174,258.0,1.0
1904,2017-7-2,B1-1S,43.2432432432,29.5,31.134,259.0,1.0
1920,2017-7-3,B1-1S,42.3423423423,29.2,34.0886,260.0,1.0
1936,2017-7-4,B1-1S,42.3423423423,28.8,30.6126,261.0,1.0
1952,2017-7-5,B1-1S,42.3423423423,29.4,33.3934,261.5,1.0
1968,2017-7-6,B1-1S,42.3423423423,28.4,33.3934,262.5,1.0
1984,2017-7-7,B1-1S,42.7884615385,27.7,32.3506,263.0,1.0
2000,2017-7-8,B1-1S,43.5643564356,27.5,31.134,264.0,1.0
2016,2017-7-9,B1-1S,43.5643564356,12.3,34.0886,265.0,1.0
2032,2017-7-10,B1-1S,41.3461538462,0.0,31.6554,262.0,1.0
2048,2017-7-11,B1-1S,41.4285714286,15.2,36.348,263.0,1.0
2064,2017-7-12,B1-1S,40.9523809524,26.7,34.0886,264.0,1.0
2080,2017-7-13,B1-1S,41.4285714286,26.3,32.872,265.0,1.0
2096,2017-7-14,B1-1S,39.6261682243,14.1,34.0886,265.5,1.0
2112,2017-7-15,B1-1S,39.8130841121,25.8,32.872,266.5,1.0
2128,2017-7-16,B1-1S,40.5660377358,26.4,34.0886,267.0,1.0
2144,2017-7-17,B1-1S,39.2452830189,27.2,34.61,267.0,1.0
2160,2017-7-18,B1-1S,38.4761904762,26.8,32.872,268.0,1.0
2176,2017-7-19,B1-1S,38.6666666667,26.9,32.872,269.0,1.0
2192,2017-7-20,B1-1S,39.0476190476,26.2,34.9576,270.0,1.0
2208,2017-7-21,B1-1S,40.0,25.3,34.9576,272.0,1.0
2224,2017-7-22,B1-1S,37.5,24.2,32.872,273.0,1.0
2240,2017-7-23,B1-1S,37.8640776699,21.8,35.284,274.0,1.0
2256,2017-7-24,B1-1S,37.0,22.1,37.696,273.0,1.0
2272,2017-7-25,B1-1S,39.7959183673,23.0,38.902,274.0,1.0
11,2017-3-5,B4-3N,40.4444444444,24.8,9.236,201.5,2.0
27,2017-3-6,B4-3N,38.5185185185,24.5,9.478,202.5,2.0
43,2017-3-7,B4-3N,40.2985074627,25.3,9.4054,203.5,2.0
59,2017-3-8,B4-3N,40.5405405405,24.8,9.4054,197.0,2.0
75,2017-3-9,B4-3N,40.6451612903,25.3,10.244,198.0,2.0
91,2017-3-10,B4-3N,38.7096774194,25.1,10.2011,199.0,2.0
107,2017-3-11,B4-3N,39.3548387097,25.0,10.387,200.0,2.0
123,2017-3-12,B4-3N,38.961038961,25.7,10.4299,200.0,2.0
139,2017-3-13,B4-3N,39.2156862745,25.9,10.387,201.0,2.0
155,2017-3-14,B4-3N,39.8692810458,26.4,10.101,202.0,2.0
171,2017-3-15,B4-3N,38.1578947368,26.0,11.1948,203.0,2.0
187,2017-3-16,B4-3N,40.6666666667,25.7,11.252,205.0,2.0
203,2017-3-17,B4-3N,37.5838926174,26.6,11.2652,206.0,2.0
219,2017-3-18,B4-3N,40.9395973154,25.9,11.296,207.0,2.0
235,2017-3-19,B4-3N,39.8648648649,25.8,11.2388,208.0,2.0
251,2017-3-20,B4-3N,40.5442176871,25.8,12.2435,210.5,2.0
267,2017-3-21,B4-3N,40.5442176871,26.0,12.2765,211.5,2.0
283,2017-3-22,B4-3N,40.4081632653,25.5,12.315,212.5,2.0
299,2017-3-23,B4-3N,40.641025641,25.5,12.2765,212.0,2.0
315,2017-3-24,B4-3N,39.0625,25.6,13.3758,213.0,2.0
331,2017-3-25,B4-3N,39.3710691824,25.3,13.3142,214.0,2.0
347,2017-3-26,B4-3N,40.25,25.9,13.0678,215.0,2.0
363,2017-3-27,B4-3N,39.1304347826,26.1,13.1602,216.0,2.0
379,2017-3-28,B4-3N,39.1304347826,25.9,14.023,217.0,2.0
395,2017-3-29,B4-3N,36.875,26.0,14.276,218.0,2.0
411,2017-3-30,B4-3N,39.3548387097,28.8,13.9471,217.0,2.0
427,2017-3-31,B4-3N,39.2156862745,26.8,13.9471,218.0,2.0
443,2017-4-1,B4-3N,39.2156862745,26.1,14.932,219.0,2.0
459,2017-4-2,B4-3N,40.1315789474,26.6,15.636,220.0,2.0
475,2017-4-3,B4-3N,38.3116883117,27.0,15.1784,221.0,2.0
491,2017-4-4,B4-3N,38.7096774194,26.5,16.1567,222.0,2.0
507,2017-4-5,B4-3N,41.4012738854,26.0,15.7057,223.0,2.0
523,2017-4-6,B4-3N,37.5796178344,25.8,16.1567,225.0,2.0
539,2017-4-7,B4-3N,40.127388535,25.7,15.841,226.0,2.0
555,2017-4-8,B4-3N,39.3548387097,26.2,16.75,227.0,2.0
571,2017-4-9,B4-3N,39.8692810458,25.4,17.3,228.0,2.0
587,2017-4-10,B4-3N,40.1960784314,25.3,17.685,229.0,2.0
603,2017-4-11,B4-3N,40.522875817,26.0,16.915,229.0,2.0
619,2017-4-12,B4-3N,39.2156862745,26.0,18.308,230.0,2.0
635,2017-4-13,B4-3N,39.2156862745,26.2,18.5027,231.0,2.0
651,2017-4-14,B4-3N,40.8496732026,26.2,17.659,233.0,2.0
667,2017-4-15,B4-3N,41.059602649,26.1,18.1133,234.0,2.0
683,2017-4-16,B4-3N,39.3333333333,26.1,18.3436,235.0,2.0
699,2017-4-17,B4-3N,41.7218543046,25.7,18.7924,236.0,2.0
715,2017-4-18,B4-3N,42.0,26.6,19.316,238.0,2.0
731,2017-4-19,B4-3N,39.3333333333,25.7,19.0916,239.0,2.0
747,2017-4-20,B4-3N,36.6666666667,26.4,19.316,241.5,2.0
763,2017-4-21,B4-3N,36.0,26.0,21.171,242.5,2.0
779,2017-4-22,B4-3N,36.0,26.5,20.9169,243.5,2.0
795,2017-4-23,B4-3N,37.3333333333,25.6,19.2229,244.5,2.0
811,2017-4-24,B4-3N,38.0,26.0,19.7311,244.0,2.0
827,2017-4-25,B4-3N,32.6797385621,23.8,19.2229,245.0,2.0
843,2017-4-26,B4-3N,37.012987013,25.4,19.7311,246.0,2.0
859,2017-4-27,B4-3N,37.012987013,18.1,20.386,247.0,2.0
875,2017-4-28,B4-3N,37.2670807453,25.7,20.6698,248.0,2.0
891,2017-4-29,B4-3N,36.5853658537,25.5,21.6158,248.0,2.0
907,2017-4-30,B4-3N,37.1951219512,25.4,21.6158,249.0,2.0
923,2017-5-1,B4-3N,37.8048780488,24.9,21.0482,249.5,2.0
939,2017-5-2,B4-3N,39.3292682927,25.9,21.332,250.5,2.0
955,2017-5-3,B4-3N,43.9024390244,24.3,21.332,251.5,2.0
971,2017-5-4,B4-3N,43.5975609756,25.0,23.0715,252.5,2.0
987,2017-5-5,B4-3N,38.2716049383,25.5,23.0715,253.5,2.0
1003,2017-5-6,B4-3N,38.2608695652,25.1,23.385,255.0,2.0
1019,2017-5-7,B4-3N,36.625,26.5,23.0715,256.0,2.0
1035,2017-5-8,B4-3N,38.8888888889,25.8,22.0265,241.0,2.0
1051,2017-5-9,B4-3N,39.2592592593,26.6,21.295,232.0,2.0
1067,2017-5-10,B4-3N,36.5671641791,26.7,22.0265,240.0,2.0
1083,2017-5-11,B4-3N,36.8421052632,25.9,23.6912,241.0,2.0
1099,2017-5-12,B4-3N,36.9230769231,25.2,25.2928,242.0,2.0
1115,2017-5-13,B4-3N,35.6060606061,26.4,25.636,243.0,2.0
1131,2017-5-14,B4-3N,35.0,28.1,24.492,233.5,2.0
1147,2017-5-15,B4-3N,38.5321100917,25.1,24.8352,234.5,2.0
1163,2017-5-16,B4-3N,37.3831775701,25.6,25.2928,232.0,2.0
1179,2017-5-17,B4-3N,37.3831775701,26.7,24.356,232.5,2.0
1195,2017-5-18,B4-3N,39.2523364486,26.5,24.7289,233.5,2.0
1211,2017-5-19,B4-3N,38.3177570093,26.3,24.356,238.5,2.0
1227,2017-5-20,B4-3N,39.0476190476,26.1,24.356,239.5,2.0
1243,2017-5-21,B4-3N,38.4615384615,26.5,24.9614,240.5,2.0
1259,2017-5-22,B4-3N,39.4230769231,23.7,26.3034,241.5,2.0
1275,2017-5-23,B4-3N,38.3177570093,25.8,25.7666,239.0,2.0
1291,2017-5-24,B4-3N,37.962962963,25.3,26.706,247.0,2.0
1307,2017-5-25,B4-3N,39.8148148148,26.0,25.7666,248.0,2.0
1323,2017-5-26,B4-3N,41.6666666667,24.4,28.2453,249.0,2.0
1339,2017-5-27,B4-3N,39.8148148148,27.2,27.813,250.0,2.0
1355,2017-5-28,B4-3N,41.6666666667,26.8,26.8043,251.0,2.0
1371,2017-5-29,B4-3N,40.7407407407,26.3,25.9397,252.0,2.0
1387,2017-5-30,B4-3N,38.8888888889,26.4,25.9397,253.0,2.0
1403,2017-5-31,B4-3N,34.2592592593,24.8,27.842,254.0,2.0
1419,2017-6-1,B4-3N,35.1851851852,0.0,26.918,247.5,2.0
1435,2017-6-2,B4-3N,,,27.38,,
1451,2017-6-3,B4-3N,,,26.918,,
1467,2017-6-4,B4-3N,,,28.92,,
1483,2017-6-5,B4-3N,,,27.8963,,
1499,2017-6-6,B4-3N,,,28.388,,
1515,2017-6-7,B4-3N,,,30.027,,
1531,2017-6-8,B4-3N,,,27.8963,,
1547,2017-6-9,B4-3N,,,29.5353,,
1563,2017-6-10,B4-3N,,,29.5353,,
1579,2017-6-11,B4-3N,,,30.027,,
1595,2017-6-12,B4-3N,38.4615384615,28.3,29.9174,222.0,2.0
1611,2017-6-13,B4-3N,38.188976378,28.4,31.6554,206.0,2.0
1627,2017-6-14,B4-3N,36.3636363636,28.6,29.396,203.0,2.0
1643,2017-6-15,B4-3N,36.0714285714,28.7,30.6126,196.5,2.0
1659,2017-6-16,B4-3N,36.231884058,28.9,31.134,197.5,2.0
1675,2017-6-17,B4-3N,36.2831858407,28.4,28.8746,198.0,2.0
1691,2017-6-18,B4-3N,34.9056603774,28.0,31.134,196.0,2.0
1707,2017-6-19,B4-3N,34.5794392523,28.8,29.396,194.0,2.0
1723,2017-6-20,B4-3N,37.0,28.6,28.8746,195.0,2.0
1739,2017-6-21,B4-3N,31.25,33.3,31.6554,191.0,2.0
1755,2017-6-22,B4-3N,30.9523809524,27.9,34.0886,192.0,2.0
1771,2017-6-23,B4-3N,33.7662337662,26.7,32.872,193.0,2.0
1787,2017-6-24,B4-3N,32.9113924051,27.3,31.134,194.0,2.0
1803,2017-6-25,B4-3N,35.0,26.5,30.6126,195.0,2.0
1819,2017-6-26,B4-3N,35.625,26.7,30.6126,198.5,2.0
1835,2017-6-27,B4-3N,42.6136363636,27.2,30.6126,199.5,2.0
1851,2017-6-28,B4-3N,42.2680412371,27.9,29.9174,200.5,2.0
1867,2017-6-29,B4-3N,38.5,26.8,32.3506,204.0,2.0
1883,2017-6-30,B4-3N,37.6,26.6,32.3506,205.0,2.0
1899,2017-7-1,B4-3N,39.0,25.8,29.9174,208.5,2.0
1915,2017-7-2,B4-3N,37.2549019608,26.6,31.134,202.0,2.0
1931,2017-7-3,B4-3N,40.625,26.6,34.0886,203.0,2.0
1947,2017-7-4,B4-3N,40.2173913043,26.2,30.6126,204.0,2.0
1963,2017-7-5,B4-3N,41.3043478261,26.1,33.3934,205.0,2.0
1979,2017-7-6,B4-3N,38.2978723404,26.6,33.3934,206.0,2.0
1995,2017-7-7,B4-3N,40.4255319149,25.7,32.3506,204.0,2.0
2011,2017-7-8,B4-3N,37.7777777778,24.7,31.134,205.0,2.0
2027,2017-7-9,B4-3N,35.2272727273,10.6,34.0886,207.0,2.0
2043,2017-7-10,B4-3N,36.3636363636,0.4,31.6554,209.0,2.0
2059,2017-7-11,B4-3N,35.2272727273,14.9,36.348,208.0,2.0
2075,2017-7-12,B4-3N,35.2272727273,24.1,34.0886,209.0,2.0
2091,2017-7-13,B4-3N,37.8048780488,23.6,32.872,204.0,2.0
2107,2017-7-14,B4-3N,32.9113924051,7.0,34.0886,214.0,3.0
2123,2017-7-15,B4-3N,,,32.872,215.0,3.0
2139,2017-7-16,B4-3N,,,34.0886,216.0,3.0
2155,2017-7-17,B4-3N,,,34.61,217.0,3.0
2171,2017-7-18,B4-3N,,,32.872,190.0,2.0
2187,2017-7-19,B4-3N,32.1428571429,22.4,32.872,204.5,2.0
2203,2017-7-20,B4-3N,36.9565217391,21.9,34.9576,204.0,2.0
2219,2017-7-21,B4-3N,36.170212766,21.3,34.9576,200.5,2.0
2235,2017-7-22,B4-3N,30.5263157895,19.1,32.872,212.0,2.0
2251,2017-7-23,B4-3N,30.5882352941,19.0,35.284,214.0,2.0
2267,2017-7-24,B4-3N,30.0,18.6,37.696,209.5,2.0
2283,2017-7-25,B4-3N,30.2631578947,18.8,38.902,210.5,2.0
1,2017-3-5,B1-1N,40.8641975309,22.5,9.236,215.0,3.0
17,2017-3-6,B1-1N,36.9281045752,22.5,9.478,215.0,3.0
33,2017-3-7,B1-1N,38.6206896552,22.9,9.4054,216.0,3.0
49,2017-3-8,B1-1N,39.8601398601,22.8,9.4054,217.0,3.0
65,2017-3-9,B1-1N,34.693877551,22.7,10.244,219.0,3.0
81,2017-3-10,B1-1N,36.0544217687,22.3,10.2011,220.0,3.0
97,2017-3-11,B1-1N,36.4864864865,22.4,10.387,221.0,3.0
113,2017-3-12,B1-1N,37.8378378378,23.2,10.4299,222.0,3.0
129,2017-3-13,B1-1N,38.0,22.7,10.387,223.0,3.0
145,2017-3-14,B1-1N,37.1621621622,23.6,10.101,224.0,3.0
161,2017-3-15,B1-1N,37.4149659864,23.4,11.1948,225.0,3.0
177,2017-3-16,B1-1N,37.8378378378,23.4,11.252,226.0,3.0
193,2017-3-17,B1-1N,38.0,23.9,11.2652,227.0,3.0
209,2017-3-18,B1-1N,37.7483443709,23.3,11.296,228.0,3.0
225,2017-3-19,B1-1N,37.5,22.9,11.2388,228.5,3.0
241,2017-3-20,B1-1N,38.2978723404,23.2,12.2435,229.5,3.0
257,2017-3-21,B1-1N,38.2978723404,23.5,12.2765,230.5,3.0
273,2017-3-22,B1-1N,37.2340425532,23.3,12.315,231.5,3.0
289,2017-3-23,B1-1N,39.6103896104,23.8,12.2765,218.0,3.0
305,2017-3-24,B1-1N,39.375,23.7,13.3758,219.0,3.0
321,2017-3-25,B1-1N,39.8742138365,23.9,13.3142,221.0,3.0
337,2017-3-26,B1-1N,40.127388535,24.1,13.0678,222.0,3.0
353,2017-3-27,B1-1N,39.7435897436,23.7,13.1602,223.0,3.0
369,2017-3-28,B1-1N,39.7435897436,23.6,14.023,224.0,3.0
385,2017-3-29,B1-1N,39.1025641026,25.3,14.276,225.0,3.0
401,2017-3-30,B1-1N,38.8888888889,25.2,13.9471,223.0,3.0
417,2017-3-31,B1-1N,38.5714285714,25.5,13.9471,224.0,3.0
433,2017-4-1,B1-1N,39.0070921986,24.7,14.932,225.0,3.0
449,2017-4-2,B1-1N,39.7163120567,25.2,15.636,226.0,3.0
465,2017-4-3,B1-1N,39.5683453237,24.7,15.1784,227.0,3.0
481,2017-4-4,B1-1N,38.2352941176,24.9,16.1567,224.0,3.0
497,2017-4-5,B1-1N,41.4814814815,24.8,15.7057,225.0,3.0
513,2017-4-6,B1-1N,38.6206896552,24.9,16.1567,230.0,3.0
529,2017-4-7,B1-1N,39.3333333333,24.6,15.841,231.0,3.0
545,2017-4-8,B1-1N,38.9261744966,24.8,16.75,232.0,3.0
561,2017-4-9,B1-1N,39.1891891892,24.1,17.3,233.0,3.0
577,2017-4-10,B1-1N,39.527027027,24.1,17.685,234.0,3.0
593,2017-4-11,B1-1N,39.1946308725,24.3,16.915,235.0,3.0
609,2017-4-12,B1-1N,38.9261744966,24.7,18.308,236.0,3.0
625,2017-4-13,B1-1N,38.255033557,24.5,18.5027,237.0,3.0
641,2017-4-14,B1-1N,38.8513513514,24.8,17.659,238.0,3.0
657,2017-4-15,B1-1N,36.0544217687,24.9,18.1133,239.0,3.0
673,2017-4-16,B1-1N,38.698630137,24.5,18.3436,240.0,3.0
689,2017-4-17,B1-1N,39.3103448276,25.2,18.7924,241.0,3.0
705,2017-4-18,B1-1N,35.8208955224,25.5,19.316,245.0,3.0
721,2017-4-19,B1-1N,37.5,24.9,19.0916,248.0,3.0
737,2017-4-20,B1-1N,38.3458646617,25.3,19.316,251.0,3.0
753,2017-4-21,B1-1N,36.496350365,24.4,21.171,252.0,3.0
769,2017-4-22,B1-1N,36.496350365,24.8,20.9169,253.0,3.0
785,2017-4-23,B1-1N,36.496350365,24.5,19.2229,254.0,3.0
801,2017-4-24,B1-1N,36.4285714286,18.9,19.7311,251.0,3.0
817,2017-4-25,B1-1N,35.4609929078,23.1,19.2229,252.0,3.0
833,2017-4-26,B1-1N,35.2517985612,24.0,19.7311,251.0,3.0
849,2017-4-27,B1-1N,35.7664233577,16.8,20.386,251.5,3.0
865,2017-4-28,B1-1N,36.496350365,24.0,20.6698,252.5,3.0
881,2017-4-29,B1-1N,36.231884058,21.9,21.6158,253.5,3.0
897,2017-4-30,B1-1N,36.231884058,23.8,21.6158,254.5,3.0
913,2017-5-1,B1-1N,36.2962962963,23.4,21.0482,253.0,3.0
929,2017-5-2,B1-1N,38.3458646617,24.2,21.332,254.0,3.0
945,2017-5-3,B1-1N,37.1212121212,22.8,21.332,253.0,3.0
961,2017-5-4,B1-1N,41.3533834586,23.0,23.0715,254.0,3.0
977,2017-5-5,B1-1N,40.2173913043,23.9,23.0715,250.0,3.0
993,2017-5-6,B1-1N,38.1294964029,23.4,23.385,250.0,3.0
1009,2017-5-7,B1-1N,41.2587412587,23.3,23.0715,253.0,2.0
1025,2017-5-8,B1-1N,40.6896551724,23.5,22.0265,254.0,2.0
1041,2017-5-9,B1-1N,40.8450704225,23.5,21.295,263.5,2.0
1057,2017-5-10,B1-1N,40.7142857143,22.2,22.0265,264.5,2.0
1073,2017-5-11,B1-1N,39.0728476821,23.6,23.6912,251.5,2.0
1089,2017-5-12,B1-1N,40.2597402597,22.5,25.2928,252.5,2.0
1105,2017-5-13,B1-1N,39.4736842105,23.2,25.636,253.5,2.0
1121,2017-5-14,B1-1N,39.0728476821,25.5,24.492,255.0,2.0
1137,2017-5-15,B1-1N,39.7350993377,21.2,24.8352,256.0,2.0
1153,2017-5-16,B1-1N,39.3333333333,23.6,25.2928,257.0,2.0
1169,2017-5-17,B1-1N,39.7350993377,23.2,24.356,258.0,2.0
1185,2017-5-18,B1-1N,39.0728476821,23.6,24.7289,259.5,2.0
1201,2017-5-19,B1-1N,39.3333333333,23.7,24.356,260.0,2.0
1217,2017-5-20,B1-1N,39.4557823129,23.5,24.356,263.0,2.0
1233,2017-5-21,B1-1N,38.1944444444,23.6,24.9614,264.5,2.0
1249,2017-5-22,B1-1N,38.7323943662,21.6,26.3034,267.0,2.0
1265,2017-5-23,B1-1N,39.0070921986,21.5,25.7666,268.0,2.0
1281,2017-5-24,B1-1N,38.8489208633,22.3,26.706,270.0,2.0
1297,2017-5-25,B1-1N,37.6811594203,23.2,25.7666,271.5,2.0
1313,2017-5-26,B1-1N,38.4057971014,19.5,28.2453,272.5,2.0
1329,2017-5-27,B1-1N,38.1294964029,23.3,27.813,273.5,2.0
1345,2017-5-28,B1-1N,37.4100719424,23.5,26.8043,274.5,2.0
1361,2017-5-29,B1-1N,37.4100719424,22.9,25.9397,276.0,2.0
1377,2017-5-30,B1-1N,36.8421052632,23.5,25.9397,277.0,2.0
1393,2017-5-31,B1-1N,38.28125,24.2,27.842,281.0,1.0
1409,2017-6-1,B1-1N,39.6825396825,22.7,26.918,277.5,1.0
1425,2017-6-2,B1-1N,36.9863013699,24.1,27.38,278.5,1.0
1441,2017-6-3,B1-1N,37.8205128205,23.2,26.918,279.5,1.0
1457,2017-6-4,B1-1N,37.6623376623,23.4,28.92,279.0,1.0
1473,2017-6-5,B1-1N,41.1764705882,28.4,27.8963,280.0,1.0
1489,2017-6-6,B1-1N,38.961038961,23.7,28.388,282.5,1.0
1505,2017-6-7,B1-1N,40.2597402597,23.7,30.027,283.5,1.0
1521,2017-6-8,B1-1N,39.6103896104,23.9,27.8963,283.0,1.0
1537,2017-6-9,B1-1N,38.5135135135,23.7,29.5353,284.0,1.5
1553,2017-6-10,B1-1N,38.275862069,23.4,29.5353,285.0,1.5
1569,2017-6-11,B1-1N,38.6206896552,23.5,30.027,286.0,1.5
1585,2017-6-12,B1-1N,38.1944444444,23.6,29.9174,287.0,2.0
1601,2017-6-13,B1-1N,38.5416666667,23.6,31.6554,288.0,2.0
1617,2017-6-14,B1-1N,40.1408450704,24.1,29.396,287.0,2.0
1633,2017-6-15,B1-1N,37.0229007634,24.8,30.6126,286.0,2.0
1649,2017-6-16,B1-1N,37.7049180328,23.7,31.134,287.0,2.0
1665,2017-6-17,B1-1N,40.0,21.8,28.8746,278.5,2.0
1681,2017-6-18,B1-1N,39.3548387097,22.8,31.134,279.5,2.0
1697,2017-6-19,B1-1N,,,29.396,287.5,2.0
1713,2017-6-20,B1-1N,,,28.8746,288.5,2.0
1729,2017-6-21,B1-1N,,,31.6554,287.0,2.0
1745,2017-6-22,B1-1N,,,34.0886,288.0,2.0
1761,2017-6-23,B1-1N,,,32.872,289.0,2.0
1777,2017-6-24,B1-1N,,,31.134,292.5,2.0
1793,2017-6-25,B1-1N,,,30.6126,293.5,2.0
1809,2017-6-26,B1-1N,,,30.6126,294.5,2.0
1825,2017-6-27,B1-1N,,,30.6126,299.0,2.0
1841,2017-6-28,B1-1N,,,29.9174,306.0,2.0
1857,2017-6-29,B1-1N,,,32.3506,307.0,2.0
1873,2017-6-30,B1-1N,,,32.3506,308.0,2.0
1889,2017-7-1,B1-1N,,,29.9174,310.0,2.0
1905,2017-7-2,B1-1N,,,31.134,311.0,2.0
1921,2017-7-3,B1-1N,,,34.0886,310.0,2.0
1937,2017-7-4,B1-1N,,,30.6126,310.0,2.0
1953,2017-7-5,B1-1N,,,33.3934,311.0,2.0
1969,2017-7-6,B1-1N,,,33.3934,310.5,2.0
1985,2017-7-7,B1-1N,,,32.3506,309.0,2.0
2001,2017-7-8,B1-1N,,,31.134,310.0,2.0
2017,2017-7-9,B1-1N,,,34.0886,311.0,2.0
2033,2017-7-10,B1-1N,,,31.6554,312.0,2.0
2049,2017-7-11,B1-1N,,,36.348,314.0,2.0
2065,2017-7-12,B1-1N,,,34.0886,315.0,2.0
2081,2017-7-13,B1-1N,,,32.872,316.0,2.0
2097,2017-7-14,B1-1N,,,34.0886,316.0,2.0
2113,2017-7-15,B1-1N,,,32.872,317.0,2.0
2129,2017-7-16,B1-1N,,,34.0886,319.0,2.0
2145,2017-7-17,B1-1N,,,34.61,319.0,2.0
2161,2017-7-18,B1-1N,,,32.872,322.0,2.0
2177,2017-7-19,B1-1N,,,32.872,323.5,2.0
2193,2017-7-20,B1-1N,,,34.9576,324.5,2.0
2209,2017-7-21,B1-1N,,,34.9576,325.0,2.0
2225,2017-7-22,B1-1N,,,32.872,326.0,2.0
2241,2017-7-23,B1-1N,,,35.284,327.5,2.0
2257,2017-7-24,B1-1N,,,37.696,331.0,2.0
2273,2017-7-25,B1-1N,,,38.902,332.0,2.0
4,2017-3-5,B1-5S,39.0825688073,29.1,9.236,146.0,1.0
20,2017-3-6,B1-5S,39.0825688073,27.7,9.478,147.0,1.0
36,2017-3-7,B1-5S,39.8148148148,29.0,9.4054,148.0,1.0
52,2017-3-8,B1-5S,38.8888888889,28.7,9.4054,149.0,1.0
68,2017-3-9,B1-5S,38.5321100917,29.1,10.244,150.0,1.0
84,2017-3-10,B1-5S,39.4495412844,28.8,10.2011,151.0,1.0
100,2017-3-11,B1-5S,36.9369369369,29.7,10.387,152.0,1.0
116,2017-3-12,B1-5S,37.6146788991,26.3,10.4299,153.0,1.0
132,2017-3-13,B1-5S,38.8888888889,28.6,10.387,154.0,1.0
148,2017-3-14,B1-5S,37.037037037,24.8,10.101,155.0,1.0
164,2017-3-15,B1-5S,37.037037037,28.8,11.1948,156.0,1.0
180,2017-3-16,B1-5S,38.8888888889,28.6,11.252,157.0,1.0
196,2017-3-17,B1-5S,38.3177570093,28.5,11.2652,158.0,1.0
212,2017-3-18,B1-5S,42.0560747664,28.8,11.296,159.0,1.0
228,2017-3-19,B1-5S,41.1214953271,28.6,11.2388,160.0,1.0
244,2017-3-20,B1-5S,39.0476190476,28.7,12.2435,161.0,1.0
260,2017-3-21,B1-5S,40.3846153846,28.4,12.2765,162.0,1.0
276,2017-3-22,B1-5S,39.8058252427,29.1,12.315,163.0,1.0
292,2017-3-23,B1-5S,39.4230769231,28.4,12.2765,164.0,1.0
308,2017-3-24,B1-5S,40.0,29.2,13.3758,165.0,1.0
324,2017-3-25,B1-5S,38.9423076923,29.8,13.3142,166.0,1.0
340,2017-3-26,B1-5S,39.0384615385,28.9,13.0678,167.0,1.0
356,2017-3-27,B1-5S,35.9223300971,28.6,13.1602,168.0,1.0
372,2017-3-28,B1-5S,35.9223300971,29.1,14.023,169.0,1.0
388,2017-3-29,B1-5S,35.9223300971,29.2,14.276,170.0,1.0
404,2017-3-30,B1-5S,37.8640776699,28.6,13.9471,171.0,1.0
420,2017-3-31,B1-5S,36.8932038835,29.3,13.9471,172.0,1.0
436,2017-4-1,B1-5S,39.8058252427,29.4,14.932,173.0,1.0
452,2017-4-2,B1-5S,38.8349514563,28.9,15.636,174.0,1.0
468,2017-4-3,B1-5S,37.8640776699,20.0,15.1784,175.0,1.0
484,2017-4-4,B1-5S,37.8640776699,28.4,16.1567,176.0,1.0
500,2017-4-5,B1-5S,41.7475728155,28.7,15.7057,177.0,1.0
516,2017-4-6,B1-5S,33.0097087379,26.5,16.1567,178.0,1.0
532,2017-4-7,B1-5S,37.8640776699,27.9,15.841,179.0,1.0
548,2017-4-8,B1-5S,34.9514563107,27.8,16.75,180.0,1.0
564,2017-4-9,B1-5S,35.9223300971,28.6,17.3,181.0,1.0
580,2017-4-10,B1-5S,35.3398058252,28.0,17.685,181.5,1.0
596,2017-4-11,B1-5S,36.4077669903,28.7,16.915,182.5,1.0
612,2017-4-12,B1-5S,35.2941176471,29.9,18.308,183.5,1.0
628,2017-4-13,B1-5S,38.0198019802,28.6,18.5027,185.0,1.0
644,2017-4-14,B1-5S,36.0396039604,29.5,17.659,186.0,1.0
660,2017-4-15,B1-5S,36.0396039604,29.0,18.1133,187.0,1.0
676,2017-4-16,B1-5S,36.6336633663,29.5,18.3436,188.0,1.0
692,2017-4-17,B1-5S,33.6633663366,29.3,18.7924,189.0,1.0
708,2017-4-18,B1-5S,35.6435643564,29.7,19.316,190.0,1.0
724,2017-4-19,B1-5S,37.0,29.5,19.0916,191.0,1.0
740,2017-4-20,B1-5S,33.3333333333,29.5,19.316,192.0,1.0
756,2017-4-21,B1-5S,34.693877551,28.4,21.171,193.0,1.0
772,2017-4-22,B1-5S,33.6734693878,30.0,20.9169,194.0,1.0
788,2017-4-23,B1-5S,34.693877551,28.6,19.2229,195.0,1.0
