,日期,牛舍,牛只类型,牛头数,报草量,减草量,剩草量,剩草率,计划头均采食量,实际头均采食量,头均产奶量
1204,2017-5-19,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1205,2017-5-19,B1-5N,高产,133.0,5800.0,0,300.0,5.2 ,43.6 ,41.3533834586,29.5
1206,2017-5-19,B1-7S,高产,142.0,6400.0,0,200.0,3.1 ,45.1 ,43.661971831,33.5
1207,2017-5-19,B1-7N,高产,137.0,4700.0,0,200.0,4.3 ,34.3 ,32.8467153285,30.5
1208,2017-5-19,B4-1S,高产,151.0,5800.0,0,500.0,8.6 ,38.4 ,35.0993377483,22.5
1209,2017-5-19,B4-1N,高产,160.0,6700.0,0,300.0,4.5 ,41.9 ,40.0,21.9
1210,2017-5-19,B4-3S,高产,98.0,4000.0,0,300.0,7.5 ,40.8 ,37.7551020408,28.2
1211,2017-5-19,B4-3N,高产,107.0,4500.0,0,400.0,8.9 ,42.1 ,38.3177570093,26.3
1212,2017-5-19,B4-5S,高产,154.0,6000.0,0,300.0,5.0 ,39.0 ,37.012987013,32.2
1213,2017-5-19,B4-5N,高产,155.0,7100.0,100,300.0,4.3 ,45.8 ,43.2258064516,38.2
1214,2017-5-19,B4-7S,高产,142.0,5600.0,0,200.0,3.6 ,39.4 ,38.0281690141,33.2
1215,2017-5-19,B4-7N,高产,144.0,6100.0,200,300.0,5.1 ,42.4 ,38.8888888889,39.0
1216,2017-5-20,B1-1S,高产,135.0,5500.0,0,400.0,7.3 ,40.7 ,37.7777777778,22.6
1217,2017-5-20,B1-1N,高产,147.0,6200.0,0,400.0,6.5 ,42.2 ,39.4557823129,23.5
1218,2017-5-20,B1-3S,高产,140.0,5800.0,0,300.0,5.2 ,41.4 ,39.2857142857,31.8
1219,2017-5-20,B1-3N,高产,154.0,7300.0,0,400.0,5.5 ,47.4 ,44.8051948052,32.8
1220,2017-5-20,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1221,2017-5-20,B1-5N,高产,131.0,5800.0,0,300.0,5.2 ,44.3 ,41.9847328244,29.1
1222,2017-5-20,B1-7S,高产,139.0,6300.0,0,300.0,4.8 ,45.3 ,43.1654676259,34.1
1223,2017-5-20,B1-7N,高产,139.0,4700.0,0,300.0,6.4 ,33.8 ,31.654676259,30.0
1224,2017-5-20,B4-1S,高产,151.0,5700.0,0,400.0,7.0 ,37.7 ,35.0993377483,22.3
1225,2017-5-20,B4-1N,高产,160.0,6500.0,200,400.0,6.3 ,40.6 ,36.875,22.0
1226,2017-5-20,B4-3S,高产,113.0,4600.0,0,200.0,4.3 ,40.7 ,38.9380530973,27.5
1227,2017-5-20,B4-3N,高产,105.0,4400.0,0,300.0,6.8 ,41.9 ,39.0476190476,26.1
1228,2017-5-20,B4-5S,高产,154.0,5900.0,0,200.0,3.4 ,38.3 ,37.012987013,32.8
1229,2017-5-20,B4-5N,高产,152.0,6800.0,0,200.0,2.9 ,44.7 ,43.4210526316,37.5
1230,2017-5-20,B4-7S,高产,142.0,5600.0,0,300.0,5.4 ,39.4 ,37.323943662,33.5
1231,2017-5-20,B4-7N,高产,144.0,6100.0,0,200.0,3.3 ,42.4 ,40.9722222222,38.6
1232,2017-5-21,B1-1S,高产,135.0,5300.0,0,400.0,7.5 ,39.3 ,36.2962962963,23.2
1233,2017-5-21,B1-1N,高产,144.0,5900.0,0,400.0,6.8 ,41.0 ,38.1944444444,23.6
1234,2017-5-21,B1-3S,高产,139.0,5800.0,0,300.0,5.2 ,41.7 ,39.5683453237,31.8
1235,2017-5-21,B1-3N,高产,153.0,6900.0,0,400.0,5.8 ,45.1 ,42.4836601307,33.4
1236,2017-5-21,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1237,2017-5-21,B1-5N,高产,131.0,5800.0,0,300.0,5.2 ,44.3 ,41.9847328244,28.0
1238,2017-5-21,B1-7S,高产,137.0,6500.0,0,400.0,6.2 ,47.4 ,44.5255474453,32.5
1239,2017-5-21,B1-7N,高产,139.0,4900.0,0,300.0,6.1 ,35.3 ,33.0935251799,29.7
1240,2017-5-21,B4-1S,高产,151.0,5600.0,-100,400.0,7.0 ,37.1 ,35.0993377483,23.1
1241,2017-5-21,B4-1N,高产,158.0,6300.0,0,400.0,6.3 ,39.9 ,37.3417721519,23.0
1242,2017-5-21,B4-3S,高产,120.0,4800.0,0,300.0,6.3 ,40.0 ,37.5,28.8
1243,2017-5-21,B4-3N,高产,104.0,4200.0,0,200.0,4.8 ,40.4 ,38.4615384615,26.5
1244,2017-5-21,B4-5S,高产,154.0,6000.0,0,300.0,5.0 ,39.0 ,37.012987013,31.6
1245,2017-5-21,B4-5N,高产,149.0,6900.0,0,200.0,2.9 ,46.3 ,44.966442953,35.9
1246,2017-5-21,B4-7S,高产,142.0,5700.0,100,200.0,3.6 ,40.1 ,38.0281690141,32.5
1247,2017-5-21,B4-7N,高产,146.0,6200.0,200,200.0,3.3 ,42.5 ,39.7260273973,39.2
1248,2017-5-22,B1-1S,高产,134.0,5300.0,0,200.0,3.8 ,39.6 ,38.0597014925,20.2
1249,2017-5-22,B1-1N,高产,142.0,5700.0,0,200.0,3.5 ,40.1 ,38.7323943662,21.6
1250,2017-5-22,B1-3S,高产,137.0,5700.0,0,300.0,5.3 ,41.6 ,39.4160583942,29.1
1251,2017-5-22,B1-3N,高产,154.0,7000.0,0,300.0,4.3 ,45.5 ,43.5064935065,30.2
1252,2017-5-22,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1253,2017-5-22,B1-5N,高产,131.0,5800.0,0,200.0,3.4 ,44.3 ,42.7480916031,28.9
1254,2017-5-22,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,32.9
1255,2017-5-22,B1-7N,高产,144.0,5000.0,0,200.0,4.0 ,34.7 ,33.3333333333,29.8
1256,2017-5-22,B4-1S,高产,151.0,5600.0,0,300.0,5.4 ,37.1 ,35.0993377483,20.4
1257,2017-5-22,B4-1N,高产,157.0,6200.0,200,300.0,5.0 ,39.5 ,36.3057324841,20.3
1258,2017-5-22,B4-3S,高产,122.0,4900.0,0,200.0,4.1 ,40.2 ,38.5245901639,24.7
1259,2017-5-22,B4-3N,高产,104.0,4300.0,0,200.0,4.7 ,41.3 ,39.4230769231,23.7
1260,2017-5-22,B4-5S,高产,154.0,6200.0,0,300.0,4.8 ,40.3 ,38.3116883117,32.5
1261,2017-5-22,B4-5N,高产,149.0,6900.0,0,100.0,1.4 ,46.3 ,45.6375838926,37.0
1262,2017-5-22,B4-7S,高产,141.0,5700.0,0,200.0,3.5 ,40.4 ,39.0070921986,24.8
1263,2017-5-22,B4-7N,高产,149.0,6300.0,0,200.0,3.2 ,42.3 ,40.9395973154,38.2
1264,2017-5-23,B1-1S,高产,133.0,5100.0,0,300.0,5.9 ,38.3 ,36.0902255639,22.7
1265,2017-5-23,B1-1N,高产,141.0,5600.0,0,100.0,1.8 ,39.7 ,39.0070921986,21.5
1266,2017-5-23,B1-3S,高产,138.0,5700.0,0,200.0,3.5 ,41.3 ,39.8550724638,30.2
1267,2017-5-23,B1-3N,高产,154.0,7000.0,0,200.0,2.9 ,45.5 ,44.1558441558,32.1
1268,2017-5-23,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1269,2017-5-23,B1-5N,高产,131.0,5500.0,0,200.0,3.6 ,42.0 ,40.4580152672,27.1
1270,2017-5-23,B1-7S,高产,139.0,6500.0,0,200.0,3.1 ,46.8 ,45.3237410072,31.6
1271,2017-5-23,B1-7N,高产,146.0,4900.0,0,200.0,4.1 ,33.6 ,32.1917808219,29.8
1272,2017-5-23,B4-1S,高产,159.0,5700.0,200,200.0,3.6 ,35.8 ,33.3333333333,21.8
1273,2017-5-23,B4-1N,高产,157.0,5900.0,100,100.0,1.7 ,37.6 ,36.3057324841,22.2
1274,2017-5-23,B4-3S,高产,102.0,4300.0,0,100.0,2.3 ,42.2 ,41.1764705882,27.9
1275,2017-5-23,B4-3N,高产,107.0,4400.0,0,300.0,6.8 ,41.1 ,38.3177570093,25.8
1276,2017-5-23,B4-5S,高产,154.0,6200.0,0,100.0,1.6 ,40.3 ,39.6103896104,30.4
1277,2017-5-23,B4-5N,高产,149.0,6900.0,-200,100.0,1.4 ,46.3 ,46.9798657718,34.7
1278,2017-5-23,B4-7S,高产,141.0,5700.0,-200,200.0,3.4 ,40.4 ,40.4255319149,32.4
1279,2017-5-23,B4-7N,高产,150.0,6300.0,-300,100.0,1.5 ,42.0 ,43.3333333333,36.6
1280,2017-5-24,B1-1S,高产,132.0,5100.0,0,300.0,5.9 ,38.6 ,36.3636363636,21.8
1281,2017-5-24,B1-1N,高产,139.0,5700.0,0,300.0,5.3 ,41.0 ,38.8489208633,22.3
1282,2017-5-24,B1-3S,高产,138.0,5900.0,0,200.0,3.4 ,42.8 ,41.3043478261,27.5
1283,2017-5-24,B1-3N,高产,153.0,7000.0,0,300.0,4.3 ,45.8 ,43.7908496732,31.4
1284,2017-5-24,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1285,2017-5-24,B1-5N,高产,131.0,5500.0,0,300.0,5.5 ,42.0 ,39.6946564885,29.1
1286,2017-5-24,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,33.5
1287,2017-5-24,B1-7N,高产,150.0,5000.0,0,200.0,4.0 ,33.3 ,32.0,30.0
1288,2017-5-24,B4-1S,高产,163.0,5900.0,0,300.0,5.1 ,36.2 ,34.3558282209,21.3
1289,2017-5-24,B4-1N,高产,157.0,5800.0,0,300.0,5.2 ,36.9 ,35.0318471338,20.2
1290,2017-5-24,B4-3S,高产,92.0,3900.0,0,200.0,5.1 ,42.4 ,40.2173913043,26.5
1291,2017-5-24,B4-3N,高产,108.0,4400.0,0,300.0,6.8 ,40.7 ,37.962962963,25.3
1292,2017-5-24,B4-5S,高产,154.0,6200.0,0,300.0,4.8 ,40.3 ,38.3116883117,31.8
1293,2017-5-24,B4-5N,高产,155.0,7100.0,0,300.0,4.2 ,45.8 ,43.8709677419,36.7
1294,2017-5-24,B4-7S,高产,141.0,5800.0,0,200.0,3.4 ,41.1 ,39.7163120567,32.0
1295,2017-5-24,B4-7N,高产,151.0,6500.0,0,200.0,3.1 ,43.0 ,41.7218543046,38.0
1296,2017-5-25,B1-1S,高产,133.0,5100.0,0,200.0,3.9 ,38.3 ,36.8421052632,22.5
1297,2017-5-25,B1-1N,高产,138.0,5500.0,0,300.0,5.5 ,39.9 ,37.6811594203,23.2
1298,2017-5-25,B1-3S,高产,138.0,5800.0,0,240.0,4.1 ,42.0 ,40.2898550725,31.8
1299,2017-5-25,B1-3N,高产,149.0,6800.0,0,240.0,3.5 ,45.6 ,44.0268456376,33.4
1300,2017-5-25,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1301,2017-5-25,B1-5N,高产,136.0,5700.0,0,300.0,5.3 ,41.9 ,39.7058823529,29.1
1302,2017-5-25,B1-7S,高产,139.0,6500.0,0,400.0,6.2 ,46.8 ,43.8848920863,33.5
1303,2017-5-25,B1-7N,高产,151.0,5000.0,0,200.0,4.0 ,33.1 ,31.7880794702,30.5
1304,2017-5-25,B4-1S,高产,162.0,5800.0,0,400.0,6.9 ,35.8 ,33.3333333333,22.1
1305,2017-5-25,B4-1N,高产,157.0,5600.0,0,200.0,3.6 ,35.7 ,34.3949044586,22.4
1306,2017-5-25,B4-3S,高产,92.0,3900.0,0,150.0,3.8 ,42.4 ,40.7608695652,27.9
1307,2017-5-25,B4-3N,高产,108.0,4500.0,0,200.0,4.4 ,41.7 ,39.8148148148,26.0
1308,2017-5-25,B4-5S,高产,154.0,6200.0,0,240.0,3.9 ,40.3 ,38.7012987013,31.6
1309,2017-5-25,B4-5N,高产,158.0,7100.0,0,200.0,2.8 ,44.9 ,43.6708860759,36.5
1310,2017-5-25,B4-7S,高产,141.0,5800.0,0,200.0,3.4 ,41.1 ,39.7163120567,32.6
1311,2017-5-25,B4-7N,高产,151.0,6500.0,0,300.0,4.6 ,43.0 ,41.059602649,37.6
1312,2017-5-26,B1-1S,高产,133.0,5100.0,0,300.0,5.9 ,38.3 ,36.0902255639,21.0
1313,2017-5-26,B1-1N,高产,138.0,5600.0,0,300.0,5.4 ,40.6 ,38.4057971014,19.5
1314,2017-5-26,B1-3S,高产,137.0,5700.0,0,400.0,7.0 ,41.6 ,38.6861313869,26.1
1315,2017-5-26,B1-3N,高产,147.0,6700.0,0,300.0,4.5 ,45.6 ,43.537414966,30.4
1316,2017-5-26,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1317,2017-5-26,B1-5N,高产,138.0,5800.0,0,300.0,5.2 ,42.0 ,39.8550724638,30.6
1318,2017-5-26,B1-7S,高产,139.0,6500.0,0,400.0,6.2 ,46.8 ,43.8848920863,34.6
1319,2017-5-26,B1-7N,高产,153.0,5000.0,0,300.0,6.0 ,32.7 ,30.7189542484,30.7
1320,2017-5-26,B4-1S,高产,161.0,5600.0,0,200.0,3.6 ,34.8 ,33.5403726708,20.8
1321,2017-5-26,B4-1N,高产,156.0,5400.0,0,200.0,3.7 ,34.6 ,33.3333333333,20.8
1322,2017-5-26,B4-3S,高产,95.0,4200.0,0,200.0,4.8 ,44.2 ,42.1052631579,26.1
1323,2017-5-26,B4-3N,高产,108.0,4700.0,0,200.0,4.3 ,43.5 ,41.6666666667,24.4
1324,2017-5-26,B4-5S,高产,154.0,6200.0,0,300.0,4.8 ,40.3 ,38.3116883117,32.7
1325,2017-5-26,B4-5N,高产,158.0,7100.0,0,200.0,2.8 ,44.9 ,43.6708860759,44.3
1326,2017-5-26,B4-7S,高产,141.0,5800.0,0,300.0,5.2 ,41.1 ,39.0070921986,33.6
1327,2017-5-26,B4-7N,高产,153.0,6500.0,0,200.0,3.1 ,42.5 ,41.1764705882,38.5
1328,2017-5-27,B1-1S,高产,133.0,5000.0,0,300.0,6.0 ,37.6 ,35.3383458647,22.4
1329,2017-5-27,B1-1N,高产,139.0,5600.0,0,300.0,5.4 ,40.3 ,38.1294964029,23.3
1330,2017-5-27,B1-3S,高产,137.0,5700.0,0,300.0,5.3 ,41.6 ,39.4160583942,31.0
1331,2017-5-27,B1-3N,高产,147.0,6700.0,0,200.0,3.0 ,45.6 ,44.2176870748,32.8
1332,2017-5-27,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1333,2017-5-27,B1-5N,高产,138.0,5900.0,0,300.0,5.1 ,42.8 ,40.5797101449,29.5
1334,2017-5-27,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,33.1
1335,2017-5-27,B1-7N,高产,153.0,5000.0,0,200.0,4.0 ,32.7 ,31.3725490196,30.6
1336,2017-5-27,B4-1S,高产,161.0,5400.0,0,300.0,5.6 ,33.5 ,31.6770186335,22.5
1337,2017-5-27,B4-1N,高产,156.0,5300.0,0,200.0,3.8 ,34.0 ,32.6923076923,22.1
1338,2017-5-27,B4-3S,高产,96.0,4300.0,0,200.0,4.7 ,44.8 ,42.7083333333,28.1
1339,2017-5-27,B4-3N,高产,108.0,4600.0,0,300.0,6.5 ,42.6 ,39.8148148148,27.2
1340,2017-5-27,B4-5S,高产,154.0,6200.0,0,200.0,3.2 ,40.3 ,38.961038961,32.1
1341,2017-5-27,B4-5N,高产,158.0,7200.0,0,200.0,2.8 ,45.6 ,44.3037974684,37.0
1342,2017-5-27,B4-7S,高产,141.0,5800.0,0,200.0,3.4 ,41.1 ,39.7163120567,33.2
1343,2017-5-27,B4-7N,高产,153.0,6500.0,0,200.0,3.1 ,42.5 ,41.1764705882,38.1
1344,2017-5-28,B1-1S,高产,132.0,5100.0,0,300.0,5.9 ,38.6 ,36.3636363636,22.2
1345,2017-5-28,B1-1N,高产,139.0,5500.0,0,300.0,5.5 ,39.6 ,37.4100719424,23.5
1346,2017-5-28,B1-3S,高产,136.0,5700.0,0,300.0,5.3 ,41.9 ,39.7058823529,31.5
1347,2017-5-28,B1-3N,高产,149.0,6900.0,0,300.0,4.3 ,46.3 ,44.2953020134,33.8
1348,2017-5-28,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1349,2017-5-28,B1-5N,高产,137.0,6000.0,0,300.0,5.0 ,43.8 ,41.6058394161,30.7
1350,2017-5-28,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,35.3
1351,2017-5-28,B1-7N,高产,153.0,5000.0,0,300.0,6.0 ,32.7 ,30.7189542484,31.3
1352,2017-5-28,B4-1S,高产,161.0,5400.0,0,300.0,5.6 ,33.5 ,31.6770186335,21.8
1353,2017-5-28,B4-1N,高产,155.0,5300.0,0,200.0,3.8 ,34.2 ,32.9032258065,21.5
1354,2017-5-28,B4-3S,高产,96.0,4400.0,0,300.0,6.8 ,45.8 ,42.7083333333,28.3
1355,2017-5-28,B4-3N,高产,108.0,4900.0,0,400.0,8.2 ,45.4 ,41.6666666667,26.8
1356,2017-5-28,B4-5S,高产,154.0,6200.0,0,200.0,3.2 ,40.3 ,38.961038961,33.4
1357,2017-5-28,B4-5N,高产,158.0,7300.0,0,300.0,4.1 ,46.2 ,44.3037974684,38.0
1358,2017-5-28,B4-7S,高产,141.0,5800.0,0,200.0,3.4 ,41.1 ,39.7163120567,34.1
1359,2017-5-28,B4-7N,高产,152.0,6500.0,0,300.0,4.6 ,42.8 ,40.7894736842,39.2
1360,2017-5-29,B1-1S,高产,132.0,4900.0,0,300.0,6.1 ,37.1 ,34.8484848485,21.9
1361,2017-5-29,B1-1N,高产,139.0,5500.0,0,300.0,5.5 ,39.6 ,37.4100719424,22.9
1362,2017-5-29,B1-3S,高产,136.0,5700.0,0,300.0,5.3 ,41.9 ,39.7058823529,22.4
1363,2017-5-29,B1-3N,高产,149.0,6800.0,0,300.0,4.4 ,45.6 ,43.6241610738,30.6
1364,2017-5-29,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1365,2017-5-29,B1-5N,高产,136.0,6000.0,0,300.0,5.0 ,44.1 ,41.9117647059,28.3
1366,2017-5-29,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,31.8
1367,2017-5-29,B1-7N,高产,154.0,5000.0,0,300.0,6.0 ,32.5 ,30.5194805195,30.9
1368,2017-5-29,B4-1S,高产,152.0,5200.0,0,300.0,5.8 ,34.2 ,32.2368421053,20.9
1369,2017-5-29,B4-1N,高产,154.0,5300.0,100,300.0,5.8 ,34.4 ,31.8181818182,21.1
1370,2017-5-29,B4-3S,高产,96.0,4200.0,0,200.0,4.8 ,43.8 ,41.6666666667,28.1
1371,2017-5-29,B4-3N,高产,108.0,4700.0,0,300.0,6.4 ,43.5 ,40.7407407407,26.3
1372,2017-5-29,B4-5S,高产,154.0,6100.0,0,200.0,3.3 ,39.6 ,38.3116883117,31.6
1373,2017-5-29,B4-5N,高产,158.0,7400.0,0,300.0,4.1 ,46.8 ,44.9367088608,35.6
1374,2017-5-29,B4-7S,高产,141.0,5600.0,0,200.0,3.6 ,39.7 ,38.2978723404,33.0
1375,2017-5-29,B4-7N,高产,155.0,6400.0,0,300.0,4.7 ,41.3 ,39.3548387097,37.6
1376,2017-5-30,B1-1S,高产,132.0,5100.0,0,300.0,5.9 ,38.6 ,36.3636363636,22.7
1377,2017-5-30,B1-1N,高产,133.0,5200.0,0,300.0,5.8 ,39.1 ,36.8421052632,23.5
1378,2017-5-30,B1-3S,高产,136.0,5600.0,0,300.0,5.4 ,41.2 ,38.9705882353,32.0
1379,2017-5-30,B1-3N,高产,149.0,6700.0,0,300.0,4.5 ,45.0 ,42.9530201342,32.5
1380,2017-5-30,B1-5S,高产,,,0,,#DIV/0!,#DIV/0!,,
1381,2017-5-30,B1-5N,高产,136.0,6000.0,0,300.0,5.0 ,44.1 ,41.9117647059,29.9
1382,2017-5-30,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,34.1
1383,2017-5-30,B1-7N,高产,154.0,5000.0,0,300.0,6.0 ,32.5 ,30.5194805195,24.4
1384,2017-5-30,B4-1S,高产,143.0,5100.0,200,300.0,6.1 ,35.7 ,32.1678321678,22.7
1385,2017-5-30,B4-1N,高产,154.0,5300.0,0,300.0,5.7 ,34.4 ,32.4675324675,21.3
1386,2017-5-30,B4-3S,高产,96.0,4300.0,0,200.0,4.7 ,44.8 ,42.7083333333,28.3
1387,2017-5-30,B4-3N,高产,108.0,4500.0,0,300.0,6.7 ,41.7 ,38.8888888889,26.4
1388,2017-5-30,B4-5S,高产,154.0,6100.0,0,200.0,3.3 ,39.6 ,38.3116883117,32.4
1389,2017-5-30,B4-5N,高产,158.0,7400.0,0,300.0,4.1 ,46.8 ,44.9367088608,36.9
1390,2017-5-30,B4-7S,高产,141.0,5700.0,0,200.0,3.5 ,40.4 ,39.0070921986,32.8
1391,2017-5-30,B4-7N,高产,156.0,6400.0,0,300.0,4.7 ,41.0 ,39.1025641026,38.4
1392,2017-5-31,B1-1S,高产,132.0,5300.0,0,300.0,5.7 ,40.2 ,37.8787878788,23.1
1393,2017-5-31,B1-1N,高产,128.0,5100.0,0,200.0,3.9 ,39.8 ,38.28125,24.2
1394,2017-5-31,B1-3S,高产,140.0,5800.0,0,300.0,5.2 ,41.4 ,39.2857142857,31.6
1395,2017-5-31,B1-3N,高产,149.0,6600.0,0,200.0,3.0 ,44.3 ,42.9530201342,31.9
1396,2017-5-31,B1-5S,高产,,,0,,#DIV/0!,0.0 ,,
1397,2017-5-31,B1-5N,高产,135.0,6000.0,0,200.0,3.3 ,44.4 ,42.962962963,28.2
1398,2017-5-31,B1-7S,高产,139.0,6500.0,0,500.0,7.7 ,46.8 ,43.1654676259,31.8
1399,2017-5-31,B1-7N,高产,155.0,5100.0,0,200.0,3.9 ,32.9 ,31.6129032258,30.9
1400,2017-5-31,B4-1S,高产,141.0,4900.0,0,100.0,2.0 ,34.8 ,34.0425531915,23.6
1401,2017-5-31,B4-1N,高产,154.0,5100.0,0,200.0,3.9 ,33.1 ,31.8181818182,21.3
1402,2017-5-31,B4-3S,高产,96.0,4500.0,0,200.0,4.4 ,46.9 ,44.7916666667,28.8
1403,2017-5-31,B4-3N,高产,108.0,4200.0,0,500.0,11.9 ,38.9 ,34.2592592593,24.8
1404,2017-5-31,B4-5S,高产,154.0,6100.0,0,300.0,4.9 ,39.6 ,37.6623376623,31.5
1405,2017-5-31,B4-5N,高产,158.0,7400.0,0,200.0,2.7 ,46.8 ,45.5696202532,35.7
1406,2017-5-31,B4-7S,高产,141.0,5700.0,0,200.0,3.5 ,40.4 ,39.0070921986,32.9
1407,2017-5-31,B4-7N,高产,158.0,6400.0,0,200.0,3.1 ,40.5 ,39.2405063291,37.4
1408,2017-6-1,B1-1S,高产,132.0,5300.0,0,300.0,5.7 ,40.2 ,37.8787878788,19.9
1409,2017-6-1,B1-1N,高产,126.0,5200.0,0,200.0,3.8 ,41.3 ,39.6825396825,22.7
1410,2017-6-1,B1-3S,高产,142.0,5900.0,0,300.0,5.1 ,41.5 ,39.4366197183,32.1
1411,2017-6-1,B1-3N,高产,148.0,6700.0,0,300.0,4.5 ,45.3 ,43.2432432432,31.4
1412,2017-6-1,B1-5S,高产,,,0,,0.0 ,12.5 ,,
1413,2017-6-1,B1-5N,高产,135.0,5800.0,0,200.0,3.4 ,43.0 ,41.4814814815,28.2
1414,2017-6-1,B1-7S,高产,139.0,6500.0,0,300.0,4.6 ,46.8 ,44.6043165468,32.6
1415,2017-6-1,B1-7N,高产,156.0,5100.0,0,300.0,5.9 ,32.7 ,30.7692307692,31.3
1416,2017-6-1,B4-1S,高产,149.0,4800.0,-200,200.0,4.0 ,32.2 ,32.2147651007,21.7
1417,2017-6-1,B4-1N,高产,154.0,5000.0,-200,200.0,3.8 ,32.5 ,32.4675324675,19.9
1418,2017-6-1,B4-3S,高产,99.0,4900.0,0,200.0,4.1 ,49.5 ,47.4747474747,26.8
1419,2017-6-1,B4-3N,高产,108.0,4300.0,0,500.0,11.6 ,39.8 ,35.1851851852,0.0
1420,2017-6-1,B4-5S,高产,154.0,6100.0,0,200.0,3.3 ,39.6 ,38.3116883117,31.7
1421,2017-6-1,B4-5N,高产,157.0,7300.0,0,300.0,4.1 ,46.5 ,44.5859872611,37.0
1422,2017-6-1,B4-7S,高产,140.0,5700.0,0,300.0,5.3 ,40.7 ,38.5714285714,32.8
1423,2017-6-1,B4-7N,高产,159.0,6400.0,0,200.0,3.1 ,40.3 ,38.9937106918,37.5
1424,2017-6-2,B1-1S,高产,148.0,5600.0,0,300.0,5.4 ,37.8 ,35.8108108108,22.3
1425,2017-6-2,B1-1N,高产,146.0,5700.0,0,300.0,5.3 ,39.0 ,36.9863013699,24.1
1426,2017-6-2,B1-3S,高产,149.0,5900.0,0,400.0,6.8 ,39.6 ,36.9127516779,31.5
1427,2017-6-2,B1-3N,高产,151.0,6800.0,0,300.0,4.4 ,45.0 ,43.0463576159,32.7
1428,2017-6-2,B1-5S,高产,,,0,,50.0 ,22.2 ,,
1429,2017-6-2,B1-5N,高产,135.0,5600.0,0,200.0,3.6 ,41.5 ,40.0,28.0
1430,2017-6-2,B1-7S,高产,139.0,6500.0,0,400.0,6.2 ,46.8 ,43.8848920863,31.2
1431,2017-6-2,B1-7N,高产,156.0,5100.0,0,200.0,3.9 ,32.7 ,31.4102564103,31.7
1432,2017-6-2,B4-1S,高产,152.0,5000.0,0,200.0,4.0 ,32.9 ,31.5789473684,23.6
1433,2017-6-2,B4-1N,高产,154.0,5200.0,0,200.0,3.8 ,33.8 ,32.4675324675,21.9
1434,2017-6-2,B4-3S,高产,108.0,4800.0,0,500.0,10.4 ,44.4 ,39.8148148148,28.6
1435,2017-6-2,B4-3N,高产,,,0,,0.0 ,15.7 ,,
1436,2017-6-2,B4-5S,高产,154.0,6100.0,0,200.0,3.3 ,39.6 ,38.3116883117,31.7
1437,2017-6-2,B4-5N,高产,157.0,7300.0,0,300.0,4.1 ,46.5 ,44.5859872611,36.0
1438,2017-6-2,B4-7S,高产,140.0,5700.0,0,400.0,7.0 ,40.7 ,37.8571428571,33.3
1439,2017-6-2,B4-7N,高产,159.0,6400.0,0,200.0,3.1 ,40.3 ,38.9937106918,37.9
1440,2017-6-3,B1-1S,高产,154.0,5700.0,0,200.0,3.5 ,37.0 ,35.7142857143,21.1
1441,2017-6-3,B1-1N,高产,156.0,6100.0,0,200.0,3.3 ,39.1 ,37.8205128205,23.2
1442,2017-6-3,B1-3S,高产,152.0,6300.0,0,200.0,3.2 ,41.4 ,40.1315789474,31.1
1443,2017-6-3,B1-3N,高产,152.0,6800.0,0,400.0,5.9 ,44.7 ,42.1052631579,30.2
1444,2017-6-3,B1-5S,高产,,,-200,,0.0 ,25.0 ,,
1445,2017-6-3,B1-5N,高产,135.0,5400.0,-200,200.0,3.6 ,40.0 ,40.0,29.1
1446,2017-6-3,B1-7S,高产,139.0,6500.0,-200,600.0,9.0 ,46.8 ,43.8848920863,32.8
1447,2017-6-3,B1-7N,高产,156.0,5100.0,-200,200.0,3.8 ,32.7 ,32.6923076923,31.0
1448,2017-6-3,B4-1S,高产,146.0,5200.0,-200,300.0,5.6 ,35.6 ,34.9315068493,21.9
1449,2017-6-3,B4-1N,高产,154.0,5400.0,-200,200.0,3.6 ,35.1 ,35.0649350649,20.2
1450,2017-6-3,B4-3S,高产,112.0,4900.0,0,300.0,6.1 ,43.8 ,41.0714285714,26.6
1451,2017-6-3,B4-3N,高产,,,0,,#DIV/0!,#DIV/0!,,
1452,2017-6-3,B4-5S,高产,154.0,6100.0,-200,200.0,3.2 ,39.6 ,39.6103896104,31.2
